
0.0625	 1.63171e-05	
0.1875	 0.000213777	
0.3125	 0.000315824	
0.4375	 0.000374723	
0.5625	 0.000328557	
0.6875	 0.000284758	
0.8125	 0.000279159	
0.9375	  0.00025317	
 1.062	 0.000210937	
 1.188	 0.000179004	
 1.312	   0.0001643	
 1.438	 0.000155082	
 1.562	 0.000150467	
 1.688	 0.000141301	
 1.812	 0.000135713	
 1.938	 0.000127116	
 2.062	 0.000119907	
 2.188	 0.000108186	
 2.312	 0.000100035	
 2.438	 9.47851e-05	
 2.562	 8.94282e-05	
 2.688	 8.39969e-05	
 2.812	 8.04445e-05	
 2.938	 7.68285e-05	
 3.062	 7.30258e-05	
 3.188	 7.11027e-05	
 3.312	 6.73141e-05	
 3.438	 6.46183e-05	
 3.562	 6.12789e-05	
 3.688	 5.98793e-05	
 3.812	 5.70383e-05	
 3.938	 5.44764e-05	
 4.062	 5.25085e-05	
 4.188	 5.08213e-05	
 4.312	 4.92094e-05	
 4.438	 4.62626e-05	
 4.562	 4.33658e-05	
 4.688	 4.22116e-05	
 4.812	 4.20807e-05	
 4.938	 3.96936e-05	
 5.062	 3.90262e-05	
 5.188	 3.81622e-05	
 5.312	 3.67431e-05	
 5.438	 3.45995e-05	
 5.562	 3.43772e-05	
 5.688	 3.27506e-05	
 5.812	  3.1803e-05	
 5.938	 2.88036e-05	
 6.062	 2.78233e-05	
 6.188	 2.89461e-05	
 6.312	 2.49993e-05	
 6.438	 2.53471e-05	
 6.562	 2.26706e-05	
 6.688	 2.25269e-05	
 6.812	 2.28287e-05	
 6.938	 2.15806e-05	
 7.062	 1.92828e-05	
 7.188	 2.10556e-05	
 7.312	 1.96094e-05	
 7.438	 2.01044e-05	
 7.562	 1.85111e-05	
 7.688	 1.64821e-05	
 7.812	  1.7312e-05	
 7.938	 1.74392e-05	
   8.5	   0.0001199	
   9.5	 9.69326e-05	
    11	 0.000162171	
    13	 0.000118656	
    15	 9.77995e-05	
    17	 6.93011e-05	
    19	 4.47049e-05	
    25	 8.61188e-05	
    35	  1.3723e-05	
    45	  2.1352e-06	
    55	 3.28056e-07	
    65	 4.72909e-08	
    75	 3.74485e-09	
    85	 6.49648e-10	
    95	 8.74344e-12	
   105	           0	
----------------------
Total:	  0.00639331	

0.0625	  1.1174e-06	
0.1875	 1.56692e-05	
0.3125	 2.72192e-05	
0.4375	 3.29161e-05	
0.5625	 2.86913e-05	
0.6875	 2.35647e-05	
0.8125	 2.11307e-05	
0.9375	 1.85699e-05	
 1.062	 1.59536e-05	
 1.188	 1.36731e-05	
 1.312	 1.26415e-05	
 1.438	 1.22008e-05	
 1.562	 1.23974e-05	
 1.688	 1.17932e-05	
 1.812	 1.11738e-05	
 1.938	 1.04959e-05	
 2.062	 1.00492e-05	
 2.188	 9.29588e-06	
 2.312	 8.67487e-06	
 2.438	 8.09157e-06	
 2.562	 7.39983e-06	
 2.688	  6.7323e-06	
 2.812	 6.26051e-06	
 2.938	 5.78642e-06	
 3.062	 5.42078e-06	
 3.188	 5.36444e-06	
 3.312	 5.28011e-06	
 3.438	 5.26469e-06	
 3.562	 5.11613e-06	
 3.688	 5.09279e-06	
 3.812	  4.9064e-06	
 3.938	 4.73261e-06	
 4.062	 4.60688e-06	
 4.188	 4.48151e-06	
 4.312	 4.33765e-06	
 4.438	 4.06154e-06	
 4.562	 3.79771e-06	
 4.688	 3.67775e-06	
 4.812	 3.67947e-06	
 4.938	 3.42118e-06	
 5.062	 3.36193e-06	
 5.188	 3.26804e-06	
 5.312	 3.14808e-06	
 5.438	 2.97559e-06	
 5.562	 2.95456e-06	
 5.688	 2.78733e-06	
 5.812	 2.68548e-06	
 5.938	  2.4333e-06	
 6.062	 2.35185e-06	
 6.188	 2.44204e-06	
 6.312	 2.14503e-06	
 6.438	  2.1783e-06	
 6.562	 1.96008e-06	
 6.688	 1.95612e-06	
 6.812	 1.96049e-06	
 6.938	 1.84814e-06	
 7.062	 1.65316e-06	
 7.188	 1.83692e-06	
 7.312	 1.69499e-06	
 7.438	 1.74114e-06	
 7.562	 1.63052e-06	
 7.688	 1.44097e-06	
 7.812	 1.57705e-06	
 7.938	 1.61272e-06	
   8.5	 1.09018e-05	
   9.5	 8.54632e-06	
    11	 1.37808e-05	
    13	 9.62912e-06	
    15	 7.89091e-06	
    17	 5.64651e-06	
    19	 3.36943e-06	
    25	 5.36482e-06	
    35	  6.3267e-07	
    45	 7.43183e-08	
    55	 8.14659e-09	
    65	 7.46311e-10	
    75	 2.91866e-11	
    85	 2.28653e-12	
    95	           0	
   105	           0	
----------------------
Total:	  0.00052423	
6 -0.000259298 
