0	1	1	0	1	1	0	0.00457279511372632	0.9740348396736	0	0	0	0	-0.000104423274018863	-0.0200980330704773	0	1	1	0	1	1	0	0.00457279511372632	0.9740348396736	0	0	0	0	-0.000104423274018863	-0.0200980330704773	0	0.00457279511372632	0.9740348396736	0	0.00457279511372632	0.9740348396736	0	6.94244744351057	7.61799512356999	0	0	0	0	0.381447906322042	0.345377513195825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000104423274018863	-0.0200980330704773	0	-0.000104423274018863	-0.0200980330704773	0	0.381447906322042	0.345377513195825	0	0	0	0	0.0211012320008547	0.0205530853675885	0
0.125	1	1	0	1	1	0	0.00457279511372632	0.9740348396736	0	0	0	0	-0.000104423274018863	-0.0200980330704773	0	1	1	0	1	1	0	0.00457279511372632	0.9740348396736	0	0	0	0	-0.000104423274018863	-0.0200980330704773	0	0.00457279511372632	0.9740348396736	0	0.00457279511372632	0.9740348396736	0	6.94244744351057	7.61799512356999	0	0	0	0	0.381447906322042	0.345377513195825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000104423274018863	-0.0200980330704773	0	-0.000104423274018863	-0.0200980330704773	0	0.381447906322042	0.345377513195825	0	0	0	0	0.0211012320008547	0.0205530853675885	0
0.25	1	1	0	0.999999740665223	0.938901369402738	0	0.00522311034987949	1.06061154049563	0	-0.000649483803924441	-0.740042576656625	0	-0.000125239932330209	-0.0227193277600134	0	0.999999740665223	0.938901369402738	0	1	1	0	0.00522311034987949	1.06061154049563	0	0.000649483803924441	0.740042576656625	0	-0.000125239932330209	-0.0227193277600134	0	0.00522311034987949	1.06061154049563	0	0.00522311034987949	1.06061154049563	0	7.79783687369776	8.23578172703733	0	0	0	0	0.356468170086011	0.307161919209672	0	-0.000649483803924441	-0.740042576656625	0	0.000649483803924441	0.740042576656625	0	0	0	0	3.25316346882515	17.9271780696546	0	0	0	0	-0.000125239932330209	-0.0227193277600134	0	-0.000125239932330209	-0.0227193277600134	0	0.356468170086011	0.307161919209672	0	0	0	0	0.0171316707680207	0.0169488447140702	0
0.375	1	1	0	0.99999316462916	0.664272379286962	0	0.00578333092864371	0.983641921923322	0	-0.0171186552910592	-4.0664206555623	0	-0.000144258105249581	-0.021609849152454	0	0.99999316462916	0.664272379286962	0	1	1	0	0.00578333092864371	0.983641921923322	0	0.0171186552910592	4.0664206555623	0	-0.000144258105249581	-0.021609849152454	0	0.00578333092864371	0.983641921923322	0	0.00578333092864371	0.983641921923322	0	8.49483749496105	7.59344074277678	0	0	0	0	0.334037609229983	0.245315298215298	0	-0.0171186552910592	-4.0664206555623	0	0.0171186552910592	4.0664206555623	0	0	0	0	85.7446847662472	98.5070987776584	0	0	0	0	-0.000144258105249581	-0.021609849152454	0	-0.000144258105249581	-0.021609849152454	0	0.334037609229983	0.245315298215298	0	0	0	0	0.0149132883856202	0.0133120631428751	0
0.5	1	1	0	0.999989314496478	0.534324871053693	0	0.00622109844155574	0.955242831497379	0	-0.0267610135104953	-5.64037882586812	0	-0.000159818831075805	-0.021343621906919	0	0.999989314496478	0.534324871053693	0	1	1	0	0.00622109844155574	0.955242831497379	0	0.0267610135104953	5.64037882586812	0	-0.000159818831075805	-0.021343621906919	0	0.00622109844155574	0.955242831497379	0	0.00622109844155574	0.955242831497379	0	9.00901826666048	7.34099797521109	0	0	0	0	0.316143616008186	0.213655034414828	0	-0.0267610135104953	-5.64037882586812	0	0.0267610135104953	5.64037882586812	0	0	0	0	134.04175903239	136.635483931844	0	0	0	0	-0.000159818831075805	-0.021343621906919	0	-0.000159818831075805	-0.021343621906919	0	0.316143616008186	0.213655034414828	0	0	0	0	0.013765361572797	0.0116799349912945	0
0.625	1	1	0	0.999986233039726	0.444387395571186	0	0.00656670307022612	0.933781043390773	0	-0.0344782825765027	-6.72972502632207	0	-0.000172552243614537	-0.021117369341227	0	0.999986233039726	0.444387395571186	0	1	1	0	0.00656670307022612	0.933781043390773	0	0.0344782825765027	6.72972502632207	0	-0.000172552243614537	-0.021117369341227	0	0.00656670307022612	0.933781043390773	0	0.00656670307022612	0.933781043390773	0	9.39358096967846	7.1506910415862	0	0	0	0	0.301939579120725	0.192052409132425	0	-0.0344782825765027	-6.72972502632207	0	0.0344782825765027	6.72972502632207	0	0	0	0	172.6963608145	163.024375505175	0	0	0	0	-0.000172552243614537	-0.021117369341227	0	-0.000172552243614537	-0.021117369341227	0	0.301939579120725	0.192052409132425	0	0	0	0	0.0131271056204382	0.0106473166794974	0
0.75	1	1	0	0.999983526231138	0.374685357348514	0	0.006847247428409	0.915313507044388	0	-0.0412572744166526	-7.57397432389695	0	-0.000183180613232862	-0.0208917295164045	0	0.999983526231138	0.374685357348514	0	1	1	0	0.006847247428409	0.915313507044388	0	0.0412572744166526	7.57397432389695	0	-0.000183180613232862	-0.0208917295164045	0	0.006847247428409	0.915313507044388	0	0.006847247428409	0.915313507044388	0	9.69111056546726	6.98910011576693	0	0	0	0	0.290459240867354	0.175732742346062	0	-0.0412572744166526	-7.57397432389695	0	0.0412572744166526	7.57397432389695	0	0	0	0	206.651277744815	183.475911633248	0	0	0	0	-0.000183180613232862	-0.0208917295164045	0	-0.000183180613232862	-0.0208917295164045	0	0.290459240867354	0.175732742346062	0	0	0	0	0.0127283008782235	0.00988764284787277	0
0.875	1	1	0	0.999980989505504	0.314604037224885	0	0.00708404805110189	0.896774579431498	0	-0.0476103067103722	-8.30169497031049	0	-0.00019234127829209	-0.0206204400479128	0	0.999980989505504	0.314604037224885	0	1	1	0	0.00708404805110189	0.896774579431498	0	0.0476103067103722	8.30169497031049	0	-0.00019234127829209	-0.0206204400479128	0	0.00708404805110189	0.896774579431498	0	0.00708404805110189	0.896774579431498	0	9.93245793328163	6.83112876148586	0	0	0	0	0.28086619327375	0.162340615809163	0	-0.0476103067103722	-8.30169497031049	0	0.0476103067103722	8.30169497031049	0	0	0	0	238.472629484942	201.104596826145	0	0	0	0	-0.00019234127829209	-0.0206204400479128	0	-0.00019234127829209	-0.0206204400479128	0	0.28086619327375	0.162340615809163	0	0	0	0	0.0124397938167674	0.00926094591163531	0
1	1	1	0	0.999978569680741	0.262678074819248	0	0.00728966456176111	0.879613443252034	0	-0.0536705698570927	-8.93063579334368	0	-0.000200420401853043	-0.0203521300646646	0	0.999978569680741	0.262678074819248	0	1	1	0	0.00728966456176111	0.879613443252034	0	0.0536705698570927	8.93063579334368	0	-0.000200420401853043	-0.0203521300646646	0	0.00728966456176111	0.879613443252034	0	0.00728966456176111	0.879613443252034	0	10.1354845199838	6.68654611917261	0	0	0	0	0.272643755653914	0.151065863903399	0	-0.0536705698570927	-8.93063579334368	0	0.0536705698570927	8.93063579334368	0	0	0	0	268.827546052919	216.340387962285	0	0	0	0	-0.000200420401853043	-0.0203521300646646	0	-0.000200420401853043	-0.0203521300646646	0	0.272643755653914	0.151065863903399	0	0	0	0	0.0122044822413269	0.00872818564838671	0
1.125	1	1	0	0.999976219048323	0.215064077266058	0	0.0074739276653139	0.862400809642366	0	-0.0595575461479053	-9.50734897152357	0	-0.000207741405367569	-0.0200617525117226	0	0.999976219048323	0.215064077266058	0	1	1	0	0.0074739276653139	0.862400809642366	0	0.0595575461479053	9.50734897152357	0	-0.000207741405367569	-0.0200617525117226	0	0.0074739276653139	0.862400809642366	0	0.0074739276653139	0.862400809642366	0	10.313176952373	6.54377355977735	0	0	0	0	0.265375044661329	0.141122515705064	0	-0.0595575461479053	-9.50734897152357	0	0.0595575461479053	9.50734897152357	0	0	0	0	298.314495681826	230.310989339109	0	0	0	0	-0.000207741405367569	-0.0200617525117226	0	-0.000207741405367569	-0.0200617525117226	0	0.265375044661329	0.141122515705064	0	0	0	0	0.0119941880878334	0.00825077753093765	0
