0	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.125	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.25	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.375	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.625	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.875	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.125	1	1	0	-1	-1	0	0	0	0	-5422.6928379438	-26.2260370014239	0	0	0	0	1	1	0	1	1	0	5422.6928379438	26.2260370014239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5422.6928379438	-26.2260370014239	0	5422.6928379438	26.2260370014239	0	0	0	0	29405597.614687	687.805016800054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
