{0, 17, 0.0476757, 0.17027, 0.0953514, 0.017027, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0.0149128, 0.250535, 0.271413, 0.074564, 0.00447384, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0.00253732, 0.0769653, 0.266418, 0.274876, 0.0583583, 0.00253732, 0.000845772, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0.0084123, 0.096494, 0.271173, 0.200411, 0.0395873, 0.00346389, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0.000688843, 0.0123992, 0.0991933, 0.226629, 0.147068, 0.0251428, 0.00103326, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0.000592143, 0.0177643, 0.124942, 0.21554, 0.130568, 0.0225015, 0.000888215, 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0.000271439, 0.000814317, 0.0190007, 0.121876, 0.197065, 0.109661, 0.0138434, 0.0013572, 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0.00125304, 0.0200486, 0.0979876, 0.183445, 0.0909706, 0.0117786, 0.00100243, 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0.0011553, 0.0216619, 0.112353, 0.173584, 0.0823151, 0.00953122, 0.000288825, 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0.00167436, 0.023441, 0.11754, 0.162078, 0.0669743, 0.0093764, 0.000334871, 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0.00168433, 0.0214752, 0.0997967, 0.136431, 0.0635835, 0.00378975, 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0.00251866, 0.0196456, 0.0957091, 0.115355, 0.0443284, 0.00654852, 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.00149558, 0.0171991, 0.108429, 0.106934, 0.0523452, 0.00299115, 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.00105835, 0.0232838, 0.08361, 0.0867851, 0.0423342, 0.00529177, 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.00168, 0.0168, 0.0924, 0.084, 0.02184, 0.00504, 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.0027441, 0.00548819, 0.0987875, 0.101532, 0.0329292, 0.0027441}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.0504273, 0.0605127, 0.0857264, 0.0201709}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.0571935, 0.080071, 0.0457548};
