{0, 17, 0.0278614, 0.174767, 0.0987814, 0.00759857, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0.00400304, 0.160122, 0.21016, 0.0480365, 0.00200152, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0.00147323, 0.0535274, 0.176297, 0.158618, 0.0333932, 0.00147323, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0.0059923, 0.0878871, 0.18909, 0.123508, 0.0219718, 0.00199743, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0.0144472, 0.0861851, 0.168385, 0.0931597, 0.0201763, 0.00049818, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0.00124854, 0.0153986, 0.0801145, 0.141709, 0.0774094, 0.0145663, 0.000416179, 0., 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0.000801913, 0.0140335, 0.0731745, 0.122893, 0.0619477, 0.00982343, 0.000801913, 0., 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0.0012217, 0.0166966, 0.0714694, 0.110564, 0.0466282, 0.00875551, 0.000407233, 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0.00088496, 0.0141594, 0.0778764, 0.0911508, 0.043363, 0.0044248, 0., 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0.000782069, 0.0138166, 0.0649117, 0.0810745, 0.0375393, 0.00469241, 0., 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0.000990361, 0.0194771, 0.0607422, 0.0670145, 0.0293807, 0.00363133, 0., 0., 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0.00136597, 0.0163916, 0.0560046, 0.0701196, 0.0214001, 0.00591919, 0.000455322, 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.000598093, 0.0143542, 0.0508379, 0.0568188, 0.0179428, 0.00299046, 0., 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.012546, 0.050184, 0.0428655, 0.018819, 0.002091, 0., 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.0123823, 0.043338, 0.0371468, 0.0154778, 0.00154778, 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.016449, 0.0399475, 0.0258484, 0.0046997, 0.00234985}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.0115527, 0.06354, 0.0173291, 0.}:
{0, 17, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.00897333, 0.0179467, 0.0179467, 0.02692};
