4.06505 0 122.361
4.06505 24 146.662
4.06505 48 168.027
4.06505 72 180.724
4.06505 96 181.174
4.06505 120 169.661
4.06505 144 149.932
4.06505 168 127.172
4.06505 192 105.918
4.06505 216 89.0602
4.06505 240 77.9869
4.06505 264 73.2649
4.06505 288 75.2639
4.06505 312 84.3442
4.06505 336 100.471
4.06505 360 122.361

4.79405 0 81.0643
4.79405 24 101.838
4.79405 48 120.354
4.79405 72 131.383
4.79405 96 131.668
4.79405 120 121.551
4.79405 144 104.544
4.79405 168 85.341
4.79405 192 67.8371
4.79405 216 54.2582
4.79405 240 45.4245
4.79405 264 41.5295
4.79405 288 42.82
4.79405 312 49.7971
4.79405 336 62.7968
4.79405 360 81.0643

5.52304 0 47.5051
5.52304 24 63.713
5.52304 48 78.4523
5.52304 72 87.2703
5.52304 96 87.4046
5.52304 120 79.2259
5.52304 144 65.816
5.52304 168 51.1387
5.52304 192 38.2567
5.52304 216 28.6236
5.52304 240 22.4514
5.52304 264 19.5512
5.52304 288 20.0418
5.52304 312 24.5498
5.52304 336 33.7699
5.52304 360 47.5051

6.25204 0 23.1951
6.25204 24 34.3532
6.25204 48 44.882
6.25204 72 51.2436
6.25204 96 51.2465
6.25204 120 45.2708
6.25204 144 35.8705
6.25204 168 26.1619
6.25204 192 18.285
6.25204 216 12.8737
6.25204 240 9.52233
6.25204 264 7.67468
6.25204 288 7.3329
6.25204 312 9.23418
6.25204 336 14.4019
6.25204 360 23.1951

6.98104 0 8.64144
6.98104 24 14.672
6.98104 48 20.9008
6.98104 72 24.7578
6.98104 96 24.647
6.98104 120 20.9469
6.98104 144 15.6487
6.98104 168 10.9774
6.98104 192 8.1143
6.98104 216 6.84908
6.98104 240 6.16356
6.98104 264 5.22603
6.98104 288 4.11747
6.98104 312 3.58123
6.98104 336 4.79588
6.98104 360 8.64144

7.71003 0 3.39614
7.71003 24 4.64715
7.71003 48 6.76272
7.71003 72 8.20951
7.71003 96 7.99982
7.71003 120 6.50916
7.71003 144 5.15367
7.71003 168 5.2263
7.71003 192 6.73466
7.71003 216 7.76525
7.71003 240 8.36241
7.71003 264 7.9024
7.71003 288 6.24043
7.71003 312 4.31597
7.71003 336 3.49718
7.71003 360 3.39614

8.43903 0 3.89356
8.43903 24 2.87733
8.43903 48 1.72127
8.43903 72 1.05287
8.43903 96 0.760025
8.43903 120 1.22763
8.43903 144 3.12428
8.43903 168 5.76047
8.43903 192 9.32623
8.43903 216 13.4959
8.43903 240 16.6014
8.43903 264 17.1404
8.43903 288 14.7465
8.43903 312 10.4863
8.43903 336 6.32913
8.43903 360 3.89356

9.16803 0 8.85806
9.16803 24 4.41341
